connectorType,durationSession,durationCharge,energy,cost,tariff,meanPower,maxPower,anomaly
1.0,0.65,1.0,1.0,1.0,0.20817985,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.23118435,1.0,1.0,1
1.0,0.53137255,0.47862744,1.0,1.0,0.41810113,1.0,1.0,1
1.0,0.45137253,0.46137255,1.0,1.0,0.18523787,1.0,1.0,1
1.0,0.98,0.38,1.0,1.0,0.1986237,1.0,1.0,1
1.0,0.41137254,0.43137255,1.0,1.0,0.18154465,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.67862743,1.0,1.0,1
1.0,0.53862745,0.19862746,1.0,1.0,0.25982353,1.0,1.0,1
1.0,0.5513725,0.17137255,1.0,1.0,0.14862746,1.0,1.0,1
1.0,0.33137256,0.33137256,1.0,0.0,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.13862745,1.0,1.0,1
1.0,0.61137253,0.61137253,1.0,1.0,0.14862746,1.0,1.0,1
1.0,1.0,0.95137256,1.0,0.03137255,0.0,1.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1.0,0.25137255,0.29137254,1.0,1.0,0.20957746,1.0,1.0,1
1.0,0.58137256,1.0,1.0,1.0,0.13862745,1.0,1.0,1
1.0,0.48137254,0.49137256,1.0,1.0,0.1908197,1.0,1.0,1
1.0,0.23,0.23,1.0,1.0,0.3341914,0.0,1.0,1
1.0,0.28137255,0.27137256,1.0,0.34137255,0.23460943,1.0,1.0,1
1.0,0.72,0.72,1.0,1.0,0.24,1.0,1.0,1
1.0,0.8113725,0.8113725,1.0,0.0,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,0.233,1.0,1
1.0,0.64137256,1.0,1.0,0.0,0.0,0.9616274,1.0,1
1.0,1.0,1.0,1.0,1.0,0.20280656,0.0,1.0,1
1.0,0.13862745,0.13862745,0.0,0.0,0.03137255,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
1.0,0.5513725,0.5513725,1.0,0.46862745,0.10862745,1.0,1.0,1
1.0,0.45137253,0.14137255,1.0,1.0,0.36292404,1.0,1.0,1
0.03137255,0.33137256,0.97862744,1.0,0.03137255,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1
1.0,0.43137255,1.0,1.0,1.0,0.2502493,1.0,1.0,1
1.0,0.39137256,0.39137256,1.0,0.011372551,0.15167692,1.0,1.0,1
1.0,0.75,0.75,1.0,0.0,0.0,0.0,1.0,1
0.96862745,1.0,1.0,1.0,0.32137254,0.5586274,1.0,1.0,1
1.0,0.23862746,0.23862746,1.0,0.0,0.03137255,1.0,1.0,1
1.0,0.85137254,0.85137254,1.0,1.0,0.6186274,1.0,1.0,1
1.0,0.30137256,0.13137256,1.0,1.0,0.14862746,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.7413725,1.0,1.0,1.0,0.27541435,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.03137255,0.23637255,1.0,1
0.96862745,1.0,1.0,1.0,0.7413725,0.67862743,1.0,1.0,1
0.0,1.0,0.93,1.0,1.0,0.20425339,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.22981964,0.0,1.0,1
1.0,0.53137255,0.54137254,1.0,0.03137255,0.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.23964916,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.77137256,0.77137256,1.0,1.0,0.15149099,1.0,1.0,1
1.0,0.84137255,0.36137256,1.0,1.0,0.15157029,1.0,1.0,1
1.0,1.0,1.0,1.0,0.03137255,0.03137255,1.0,1.0,1
1.0,0.43137255,0.44137254,1.0,1.0,0.18427534,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.17,0.17,1.0,0.85,0.29,0.0,1.0,1
1.0,0.6813725,0.6913726,1.0,1.0,0.17046201,1.0,1.0,1
0.0,1.0,0.29862747,1.0,1.0,0.24037924,1.0,1.0,1
1.0,0.0,0.0,1.0,1.0,0.34587678,1.0,1.0,1
1.0,0.6813725,0.6813725,1.0,0.46862745,0.17862745,1.0,1.0,1
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.64862746,0.64862746,1.0,1.0,0.03137255,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
1.0,0.048627447,0.20862745,1.0,1.0,0.54137254,1.0,1.0,1
1.0,0.22137254,0.6186274,1.0,1.0,0.5613725,1.0,1.0,1
0.0,1.0,0.5,1.0,1.0,0.20651844,1.0,1.0,1
1.0,0.71137255,0.65862745,1.0,1.0,0.20138201,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.20137255,0.20137255,1.0,1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,0.03137255,0.03137255,1.0,0.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.15177082,1.0,1.0,1
1.0,0.58137256,0.36137256,1.0,0.86137253,0.23862746,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,1.0,0.00962745,1.0,1
1.0,0.101372555,0.20137255,1.0,1.0,0.23346731,1.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.79862744,0.33062744,1.0,1
1.0,0.32862747,0.09862745,1.0,0.9486275,0.27137256,1.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.17671001,1.0,1.0,1
1.0,0.07137255,0.06862745,0.23862746,0.16137254,0.45862746,1.0,1.0,1
1.0,0.26862746,0.26862746,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.61137253,0.61137253,1.0,1.0,0.13862745,1.0,1.0,1
1.0,0.13137256,0.14137255,1.0,1.0,0.2879804,1.0,1.0,1
1.0,1.0,0.35137254,1.0,1.0,0.15862745,1.0,1.0,1
1.0,1.0,0.30137256,1.0,1.0,0.1519371,1.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.14862746,0.6863725,1.0,1
1.0,0.8113725,0.82137257,1.0,1.0,0.17382263,1.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.16640165,1.0,1.0,1
1.0,1.0,0.8686274,1.0,1.0,0.03137255,1.0,1.0,1
1.0,1.0,0.9313725,1.0,1.0,0.12862745,1.0,1.0,1
1.0,0.85137254,1.0,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.58137256,0.58137256,1.0,1.0,0.18183133,1.0,1.0,1
1.0,0.05,0.06,0.01,0.15,1.0,0.167,1.0,1
1.0,0.35137254,0.35137254,1.0,0.0,0.0,1.0,1.0,1
0.96862745,0.38862744,0.38862744,1.0,1.0,0.41862744,1.0,1.0,1
1.0,0.36862746,0.36862746,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.59137255,1.0,1.0,1.0,0.21425317,1.0,1.0,1
0.03137255,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.36137256,0.39137256,1.0,1.0,0.20764187,1.0,1.0,1
1.0,1.0,1.0,1.0,0.03137255,0.0,0.0,1.0,1
1.0,0.16137254,0.59862745,1.0,0.0,0.03137255,1.0,1.0,1
0.0,1.0,1.0,1.0,0.0,0.0,0.8976275,1.0,1
1.0,0.5513725,0.48862743,1.0,1.0,0.13137256,1.0,1.0,1
1.0,0.5513725,0.5613725,1.0,1.0,0.17858094,1.0,1.0,1
1.0,0.84,0.84,1.0,1.0,0.183,0.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.21137255,0.40137255,1.0,1
0.0,0.38862744,0.16137254,1.0,0.8731725,0.15282877,1.0,1.0,1
1.0,0.5613725,1.0,1.0,1.0,0.239502,1.0,1.0,1
1.0,0.05137255,0.05137255,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.73137254,0.23137255,1.0,1.0,0.18175526,1.0,1.0,1
1.0,0.30137256,0.97862744,1.0,1.0,0.16566204,1.0,1.0,1
1.0,1.0,0.8013725,1.0,1.0,0.12862745,1.0,1.0,1
1.0,0.13,0.13,1.0,0.9516,0.5984906,0.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.15158902,1.0,1.0,1
1.0,1.0,0.96862745,1.0,1.0,0.03137255,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.18257342,1.0,1.0,1
1.0,1.0,1.0,1.0,0.03137255,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,1.0,0.297,1.0,1
1.0,0.28137255,0.29137254,1.0,1.0,0.19813241,1.0,1.0,1
0.0,1.0,1.0,1.0,0.0,0.0,0.919,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.63,0.65,1.0,1.0,0.21809015,0.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.177383,1.0,1.0,1
1.0,0.5013726,1.0,1.0,0.0,0.03137255,1.0,1.0,1
1.0,0.65137255,1.0,1.0,1.0,0.22137254,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.43,0.74,1.0,1.0,0.21649455,0.0,1.0,1
1.0,0.65,0.65,1.0,1.0,0.32727447,1.0,1.0,1
1.0,1.0,1.0,0.03137255,0.03137255,1.0,0.0,1.0,1
1.0,0.51137257,0.19137254,1.0,1.0,0.17765321,1.0,1.0,1
1.0,0.45137253,0.21137255,1.0,1.0,0.13862745,1.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.92137253,1.0,1.0,1
0.03137255,0.0,0.03137255,0.0,0.03137255,0.0,0.0,1.0,1
1.0,0.05137255,0.03862745,0.0,0.03137255,0.53862745,0.03137255,1.0,1
1.0,0.25,0.25,1.0,1.0,0.183,0.0,1.0,1
1.0,0.28862745,0.28862745,1.0,0.0,0.03137255,1.0,1.0,1
1.0,0.65,1.0,1.0,1.0,0.20289756,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.25,0.02,1.0,1.0,0.22950496,1.0,1.0,1
1.0,0.41137254,1.0,1.0,1.0,0.51137257,1.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.8786275,0.39137256,1.0,1.0,0.37712184,1.0,1.0,1
1.0,0.47,1.0,1.0,0.0,0.0,0.0,1.0,1
1.0,0.71137255,0.72137254,1.0,1.0,0.17214026,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.1829074,1.0,1.0,1
1.0,0.33137256,0.7486274,1.0,1.0,0.15243159,1.0,1.0,1
1.0,0.5013726,0.5013726,1.0,1.0,0.17585687,1.0,1.0,1
1.0,0.41137254,0.79862744,1.0,1.0,0.21428731,1.0,1.0,1
1.0,0.06137255,0.0,1.0,1.0,0.64137256,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.03137255,0.6196275,1.0,1
1.0,0.08137255,0.06137255,1.0,0.60137254,0.41862744,1.0,1.0,1
1.0,0.30137256,0.30137256,1.0,1.0,0.16862746,1.0,1.0,1
1.0,0.52,0.52,1.0,0.0,0.0,0.0,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.0,0.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.19737531,1.0,1.0,1
1.0,0.08137255,0.13137256,1.0,0.03137255,0.0,1.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.25169078,0.21037255,1.0,1
0.0,1.0,1.0,1.0,1.0,0.1875042,0.7873725,1.0,1
1.0,0.41137254,0.42137253,1.0,1.0,0.19091558,1.0,1.0,1
0.03137255,1.0,1.0,1.0,0.91137254,0.15191384,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.21682392,1.0,1.0,1
1.0,0.66137254,0.67137253,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.12137255,0.26862746,1.0,0.0,0.0,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.98137254,0.98137254,1.0,0.70137256,0.64862746,1.0,1.0,1
1.0,0.53137255,0.54137254,1.0,1.0,0.18721858,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.17137255,0.44862744,1.0,1.0,0.15862745,1.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.07862745,0.0,1.0,1
1.0,0.43137255,0.43137255,1.0,1.0,0.37862745,1.0,1.0,1
0.0,0.6813725,0.6186274,1.0,0.0,0.03137255,1.0,1.0,1
1.0,0.83,0.83,1.0,0.98,0.24,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.16703436,1.0,1.0,1
1.0,0.47,0.47,1.0,1.0,0.58,0.0,1.0,1
1.0,0.25137255,1.0,1.0,1.0,0.23299691,1.0,1.0,1
1.0,0.46137255,0.46137255,1.0,1.0,0.82862747,1.0,1.0,1
1.0,0.6313726,0.57862747,1.0,1.0,0.22180039,1.0,1.0,1
1.0,0.8013725,0.8013725,1.0,1.0,0.14862746,1.0,1.0,1
1.0,0.48137254,0.49137256,1.0,1.0,0.20480156,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.67,0.67,1.0,1
1.0,0.6313726,0.64137256,1.0,1.0,0.17879854,1.0,1.0,1
1.0,0.37,0.37,1.0,1.0,0.37,0.0,1.0,1
0.0,1.0,1.0,0.03137255,0.03137255,0.03137255,0.0,1.0,1
1.0,0.41137254,0.41137254,1.0,0.5013726,0.15222801,1.0,1.0,1
1.0,0.55,0.55,1.0,0.0,0.0,0.0,1.0,1
1.0,0.20137255,1.0,1.0,1.0,0.27669865,1.0,1.0,1
1.0,0.82137257,0.82137257,1.0,1.0,0.15143238,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,0.084,1.0,1
1.0,0.90137255,1.0,1.0,1.0,0.23937896,1.0,1.0,1
1.0,0.26137257,0.26137257,1.0,0.96137255,0.21862745,1.0,1.0,1
1.0,0.53137255,1.0,1.0,1.0,0.6313726,1.0,1.0,1
1.0,0.58,0.58,1.0,0.96,0.54,1.0,1.0,1
0.0,1.0,1.0,0.03137255,0.0,0.03137255,0.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
1.0,0.101372555,0.24137254,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.25137255,0.25137255,1.0,0.48137254,0.17862745,1.0,1.0,1
1.0,0.31137255,0.31137255,1.0,0.8713725,0.5086275,1.0,1.0,1
0.03137255,0.0,0.03137255,0.03137255,0.03137255,0.03137255,0.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1
1.0,0.048627447,0.048627447,1.0,1.0,0.70137256,1.0,1.0,1
1.0,0.51137257,0.44862744,1.0,1.0,0.60137254,1.0,1.0,1
1.0,0.45137253,0.38862744,1.0,1.0,0.21137255,1.0,1.0,1
1.0,0.5613725,0.58137256,1.0,1.0,0.17834762,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.19137254,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.23584183,1.0,1.0,1
1.0,0.09137255,0.21137255,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.78137255,0.79137254,1.0,1.0,0.16774996,1.0,1.0,1
1.0,0.6313726,0.72862744,1.0,1.0,0.17621908,1.0,1.0,1
1.0,0.42137253,0.42137253,1.0,1.0,0.15199715,1.0,1.0,1
1.0,1.0,0.53137255,1.0,0.03137255,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1
1.0,0.0,0.058627453,0.47137254,0.0,0.03137255,1.0,1.0,1
0.96862745,0.46862745,0.53137255,1.0,0.16137254,0.31862745,0.70862746,1.0,1
1.0,0.48137254,0.49137256,1.0,1.0,0.30549943,1.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.67862743,1.0,1.0,1
1.0,0.36137256,0.64862746,1.0,1.0,0.13862745,1.0,1.0,1
1.0,0.5513725,0.5513725,1.0,0.0,0.19120204,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.2854455,1.0,1.0,1
1.0,0.12137255,0.29862747,1.0,1.0,0.15135391,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.19634506,1.0,1.0,1
1.0,1.0,0.5513725,1.0,1.0,0.17548081,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.18163072,1.0,1.0,1
1.0,0.28862745,0.7486274,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.48137254,0.27137256,1.0,1.0,0.15862745,1.0,1.0,1
1.0,0.86137253,0.53137255,1.0,1.0,0.16723211,1.0,1.0,1
1.0,0.78,0.44,1.0,1.0,0.2805485,0.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.0,0.529,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,0.146,1.0,1
1.0,0.36137256,0.15137255,1.0,1.0,0.18273342,1.0,1.0,1
1.0,0.58,0.58,1.0,1.0,0.23,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1
1.0,0.83137256,0.43137255,1.0,1.0,0.15150422,1.0,1.0,1
1.0,0.98137254,0.92862743,1.0,1.0,0.29673582,1.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.19362298,0.62937254,1.0,1
1.0,0.66862744,0.67862743,1.0,1.0,0.24063264,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.03137255,0.24062747,1.0,1
1.0,0.51137257,0.53137255,1.0,1.0,0.17817213,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.21467304,0.45162746,1.0,1
0.96862745,0.26137257,0.26137257,1.0,0.0,0.0,1.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.7413725,1.0,1.0,1
1.0,0.98137254,0.97137254,1.0,1.0,0.16311583,1.0,1.0,1
1.0,0.63862747,0.43137255,1.0,1.0,1.0,1.0,1.0,1
1.0,0.45137253,0.14137255,1.0,1.0,0.23720953,1.0,1.0,1
1.0,1.0,0.96862745,1.0,1.0,0.34967878,1.0,1.0,1
0.96862745,1.0,1.0,0.03137255,1.0,0.03137255,0.0,1.0,1
1.0,0.77,0.77,1.0,1.0,0.20200977,0.0,1.0,1
1.0,0.46137255,0.46137255,1.0,0.0,0.0,1.0,1.0,1
1.0,0.30137256,0.65137255,1.0,1.0,0.3072688,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.53,0.0,1.0,1
1.0,0.03,0.03,0.846,1.0,0.0,1.0,1.0,1
1.0,0.101372555,0.31137255,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.90137255,1.0,1.0,1.0,0.25184256,1.0,1.0,1
1.0,1.0,0.8113725,1.0,1.0,0.17094666,1.0,1.0,1
1.0,0.33137256,0.33137256,1.0,0.24137254,0.14862746,1.0,1.0,1
1.0,0.09862745,0.36862746,1.0,0.92862743,0.28137255,1.0,1.0,1
1.0,0.58137256,0.6986275,1.0,1.0,0.30616078,1.0,1.0,1
0.0,0.26862746,0.25862744,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.111372545,0.111372545,1.0,1.0,1.0,1.0,1.0,1
1.0,1.0,0.58137256,1.0,1.0,0.12862745,1.0,1.0,1
1.0,0.8813726,0.82862747,1.0,1.0,0.2337782,1.0,1.0,1
1.0,0.78,0.12,1.0,1.0,0.20467864,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.03137255,0.5293726,1.0,1
0.96862745,1.0,1.0,0.10537255,0.03137255,0.03137255,0.76562744,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.23862746,0.23862746,1.0,1.0,0.59137255,1.0,1.0,1
1.0,0.08137255,0.08137255,0.18862745,0.06137255,1.0,1.0,1.0,1
1.0,0.18137255,0.07137255,1.0,1.0,0.90862745,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.20137255,1.0,1.0,1
0.03137255,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.36862746,0.36862746,1.0,1.0,1.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.29908627,1.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.72,0.72,1.0,0.0,0.0,1.0,1.0,1
1.0,0.9413726,0.8786275,1.0,1.0,0.21437255,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.16988432,1.0,1.0,1
1.0,0.21137255,0.63862747,1.0,0.0,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.35,1.0,1.0,1
1.0,0.23137255,0.41137254,1.0,1.0,0.89862746,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.18311258,0.0,1.0,1
1.0,1.0,1.0,1.0,0.7413725,0.24862745,1.0,1.0,1
1.0,0.041372553,0.06137255,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.19862746,0.19862746,1.0,0.0,0.03137255,1.0,1.0,1
1.0,1.0,1.0,1.0,0.03137255,0.03137255,0.056372553,1.0,1
1.0,1.0,1.0,1.0,0.51137257,0.38862744,0.04837255,1.0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.17690407,1.0,1.0,1
1.0,0.13137256,0.14137255,1.0,0.8365725,0.76337254,1.0,1.0,1
1.0,0.09862745,0.40862745,1.0,1.0,1.0,1.0,1.0,1
1.0,0.36137256,0.31862745,1.0,0.8975725,0.35705796,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.11862746,1.0,1.0,1
0.96862745,1.0,1.0,0.03137255,0.03137255,0.03137255,0.0,1.0,1
1.0,0.47137254,0.59862745,1.0,0.8487725,0.45489585,1.0,1.0,1
0.96862745,1.0,1.0,1.0,1.0,0.6313726,0.87937254,1.0,1
1.0,0.77,1.0,1.0,0.0,0.0,0.0,1.0,1
0.96862745,1.0,1.0,0.03137255,0.0,0.0,0.03137255,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.21137457,1.0,1.0,1
1.0,0.14862746,0.43862745,1.0,0.0,0.03137255,1.0,1.0,1
1.0,0.48137254,0.48137254,1.0,0.21137255,0.18869074,1.0,1.0,1
1.0,1.0,0.51137257,1.0,1.0,0.17862745,1.0,1.0,1
1.0,0.12137255,0.29862747,1.0,1.0,0.19035359,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.0,0.0,0.03137255,1.0,1
1.0,0.16137254,0.16137254,0.03162745,0.41137254,1.0,0.45362747,1.0,1
1.0,1.0,1.0,1.0,1.0,0.16696852,1.0,1.0,1
1.0,0.58137256,0.59137255,1.0,1.0,0.177383,1.0,1.0,1
1.0,0.48,0.48,1.0,0.0,0.0,0.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.36,0.0,1.0,1
0.0,1.0,1.0,1.0,1.0,0.20581907,1.0,1.0,1
0.0,0.37137255,0.79862744,1.0,0.0,0.0,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1
1.0,0.09137255,0.25137255,1.0,1.0,0.15862745,1.0,1.0,1
1.0,0.21137255,0.21137255,1.0,0.41137254,0.23725131,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.45,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.58137256,0.51862746,0.0,0.98862743,0.27137256,1.0,1.0,1
1.0,1.0,0.49137256,1.0,1.0,0.17867462,1.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.19957395,0.6173726,1.0,1
1.0,1.0,1.0,1.0,0.0,0.0,0.636,1.0,1
1.0,1.0,1.0,1.0,1.0,0.22,0.468,1.0,1
1.0,0.15137255,0.15137255,1.0,0.9413726,0.21862745,1.0,1.0,1
1.0,0.23137255,0.23137255,1.0,0.0,0.0,1.0,1.0,1
1.0,0.15137255,0.15137255,1.0,0.16137254,0.1527784,1.0,1.0,1
0.0,0.25137255,0.18862745,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.09137255,0.20137255,1.0,0.58137256,0.17862745,1.0,1.0,1
1.0,0.5613725,0.5613725,1.0,1.0,0.15169576,1.0,1.0,1
1.0,0.13137256,0.06137255,1.0,0.28137255,0.10862745,1.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.17435999,1.0,1.0,1
1.0,0.98137254,0.34137255,1.0,1.0,0.16368924,1.0,1.0,1
