connectorType,durationSession,durationCharge,energy,cost,tariff,meanPower,maxPower,anomaly
1.9300003,0.19999999,0.19999999,2.8700004,0.05,0.18,22.685,50.07,1
1.9300003,0.3,0.77999973,23.42,4.2000003,0.11286938,27.541,50.07,1
2.0699997,0.14999999,0.12,2.9580002,0.8580001,0.21000001,37.745,49.986,1
2.0699997,0.16,0.12,2.7800002,0.5946003,0.11407018,31.737,49.93,1
-0.07,72.61004,19.77,46.0,8.7994,0.2631069,2.3849998,7.0699997,1
1.9300003,0.34,0.34,6.255,0.3,0.8299997,23.496,50.07,1
0.07,2.33,2.35,10.26,0.07,-0.07,4.4659996,7.014,1
0.0,0.15,0.15,6.92,0.0,0.0,46.133,22.0,1
2.0,0.23,0.23,5.134,1.15,0.22,-47.168,50.0,1
0.9299997,0.030000009,0.030000009,-0.01600001,0.19999999,0.35,4.7300005,7.0699997,1
-0.07,0.7100003,2.1600003,7.2900004,1.8755997,0.1753261,3.3559997,7.0699997,1
2.0,1.0139999,1.0619998,17.762001,3.6510003,0.13916245,17.511,50.07,1
1.0699997,16.84,16.7,12.18,4.74,0.7399997,0.8000003,6.9300003,1
0.9299997,0.39,0.39,3.0800004,0.9800003,0.22,9.774,7.0699997,1
2.0,0.48,0.48,11.27,32.52,0.0,23.479,50.0,1
-0.07,3.9000003,3.97,9.97,0.5500002,0.11348607,2.4590003,22.07,1
3.0699997,0.9599999,1.1099997,141.57004,26.2942,0.11631945,135.98796,149.92996,1
0.9299997,1.9699997,1.8300003,6.9600005,1.6399997,1.0400003,3.7699997,7.0699997,1
0.07,13.860001,14.009999,13.54,16.052,1.1042839,1.0459999,22.07,1
1.9300003,0.49999973,0.49999973,10.57,-0.07,0.07,60.56,50.07,1
0.07,17.53,17.68,24.09,-0.07,-0.07,1.4419997,6.9300003,1
2.0,1.12,1.12,14.3,2.6108,0.18257342,61.844,50.0,1
1.9300003,0.23000002,0.23000002,1.2989997,2.4188004,0.29482386,36.97,49.93,1
1.9300003,0.110000014,0.32,3.8109996,-0.07,0.07,20.713001,50.07,1
-0.07,44.65,17.98,12.83,0.07,-0.07,0.7900003,6.9300003,1
0.9299997,79.30004,79.159966,0.07,0.07,0.07,0.07,7.0699997,1
1.9300003,0.5700003,0.5700003,19.01,0.24,0.11287212,38.23,49.986,1
1.9720001,0.5900003,0.60000026,24.14,4.8222003,0.13207354,45.749,49.93,1
0.9299997,139.29004,139.14996,0.07,0.07,0.07,0.07,7.0699997,1
1.9300003,0.17,0.41,8.440001,1.9552002,0.16797885,25.098999,50.07,1
1.9300003,0.07,0.58999974,7.36,1.7478004,0.17465681,11.328,50.07,1
0.0,1.5,13.45,35.8,7.015,0.19594972,10.816,22.0,1
0.9299997,1.9100003,1.9100003,1.4189997,4.1200004,0.6400003,3.6470003,21.93,1
1.9300003,0.458,0.51000005,9.526,2.1382003,0.16146751,21.71,50.0,1
2.0699997,0.042,0.042,0.050000004,0.21,1.2199997,-0.07,49.93,1
2.0699997,0.4799998,0.050000004,4.5399995,0.7473997,0.14086354,37.32,49.93,1
1.9300003,0.31,0.31,0.474,4.1900005,0.66000026,18.93,49.93,1
1.9300003,0.41,0.4,7.569,5.7738004,0.40128118,37.476,49.93,1
1.9300003,0.97000027,3.2400002,22.959,3.7400002,0.10000001,25.501999,50.07,1
1.9300003,0.498,0.5500002,7.5020003,1.7722003,0.17464808,15.757999,50.07,1
1.0699997,21.6,21.74,1.0890002,0.7300003,0.29,0.20799999,6.9300003,1
1.9300003,4.18,0.7599997,14.07,4.7196,0.40811428,16.825,50.07,1
1.9300003,0.60000026,0.60000026,24.942,0.31,0.10000001,47.262,49.93,1
2.0699997,0.055999998,0.055999998,0.067999996,1.1378003,0.25272316,-0.07,49.93,1
1.9300003,1.6600003,0.38,11.42,2.4676003,0.2935771,25.152,49.93,1
2.0699997,0.6800003,0.89999974,23.036001,3.7700002,0.10000001,23.890999,49.93,1
1.9300003,0.39,0.8199997,9.700001,0.07,-0.07,11.047999,50.07,1
1.9860001,0.13,0.144,6.745,1.3200003,0.196,51.815,50.07,1
2.0699997,0.22999999,0.39,3.8900003,2.7999997,0.6199997,12.445,49.93,1
-0.07,18.402,8.5,12.990001,2.9247997,0.14859113,0.7780003,22.07,1
1.9300003,0.33,0.34,3.1539998,2.0406003,0.3045111,21.881,49.93,1
0.9299997,2.2500002,0.66000026,4.4500003,0.07,-0.07,2.0179996,7.0699997,1
2.0699997,0.42,0.42,17.801,-0.055999998,-0.07,50.99,50.07,1
0.9299997,0.9219999,0.9079998,-0.241,0.07,0.07,3.1190002,7.0699997,1
0.0,0.0,0.0,299.897,0.0,0.0,0.0,7.0,1
2.0419998,0.07,0.066,0.07,0.07,0.07,-0.07,49.93,1
-0.07,10.79,2.6900003,11.490001,0.07,-0.07,4.258,22.07,1
1.9300003,0.32,1.0200003,10.48,-0.07,-0.07,41.57,49.944,1
1.9300003,0.13,0.28,9.18,2.0894003,0.16344866,44.118,50.07,1
2.0699997,0.22,0.10999999,6.07,0.07,-0.07,41.003,49.93,1
0.9299997,0.76400006,0.80600023,7.6499996,-0.07,-0.07,10.037001,7.0699997,1
2.9300003,1.9199997,8.860001,220.45303,33.5,0.08000001,119.16802,150.07004,1
2.0,0.08,0.08,3.176,0.0,0.0,69.824,50.0,1
1.0,1.9,1.9,0.0,0.0,0.83,26.539,7.0,1
1.0699997,15.6,15.74,2.9539998,2.2400002,0.4,0.377,7.0699997,1
2.014,0.87,0.9500003,21.55,4.3220005,0.13446929,24.479,50.07,1
1.9300003,0.34,0.6100003,18.4,3.7730002,0.13806714,34.274,50.07,1
2.0699997,0.9499998,0.9499998,15.288,5.5200005,0.07,14.85,50.07,1
1.9300003,0.19999999,0.19999999,3.3500004,0.8700003,1.1400003,26.378,50.07,1
1.9860001,0.44,0.43,17.970001,3.6998003,0.13896896,50.041,50.07,1
0.042,0.028,0.08,0.07,0.07,0.07,-0.07,21.93,1
0.07,15.599999,15.47,28.06,5.5176005,0.26962844,1.8709997,21.93,1
1.0,16.18,16.18,13.16,11.98,0.91,19.068,7.0,1
1.0139999,6.5399995,6.4,0.07,0.07,0.07,-0.07,7.0699997,1
2.014,0.83,0.91000026,21.699999,4.3464003,0.13417938,25.82,50.07,1
2.9300003,0.44999993,0.43999997,63.154,12.099199,0.26030535,154.30396,150.07004,1
1.9300003,0.55600023,0.5800003,20.958,4.2366004,0.1350762,41.246,49.972,1
1.9300003,0.312,0.22800002,3.8500004,0.22999999,0.7899997,14.589,50.07,1
2.0,1.0,1.0,17.767,3.04,0.17,63.252,50.0,1
2.9300003,1.2599998,4.0600004,162.50003,0.07,-0.07,136.56604,149.92996,1
-0.042,4.2499995,4.11,-0.07,0.07,-0.07,-3.0960002,7.0699997,1
1.9300003,0.7599997,0.64999974,42.62,3.4000003,0.12382375,59.027,50.07,1
0.9299997,1.4199997,1.2800003,7.5350003,0.8400003,1.0300003,5.7029996,7.0699997,1
2.9300003,1.5199997,1.5199997,897.1992,16.779999,0.08000001,75.035965,150.07004,1
1.0,13.54,22.32,29.53,4.8,0.16,1.323,7.0,1
0.9299997,17.86,18.0,10.09,9.030001,0.07,0.48899978,7.0699997,1
1.9300003,0.22,0.12,1.7700003,1.1600003,0.7400003,12.337,50.07,1
1.9860001,0.5900003,1.5800003,20.442999,0.07,-0.07,39.249,50.042,1
2.0,0.15,0.15,6.158,1.3,0.21,-48.531,50.0,1
2.0,0.7,8.4,17.84,3.7332,0.20926009,2.124,50.0,1
1.9300003,0.078,0.064,2.1580002,0.8400003,0.42,53.379,50.07,1
1.9300003,0.32999998,0.6800003,17.99,3.2362003,0.11306755,29.677,50.056,1
0.9299997,0.010000004,0.010000004,0.6469997,0.07,0.07,8.892,7.0699997,1
1.0,16.35,16.35,8.34,0.0,0.0,19.87,7.0,1
1.9300003,0.44,1.4900002,16.26,3.3582003,0.141748,43.687,50.07,1
2.014,1.85,1.8460001,28.29,9.075,0.3912796,15.21,49.986,1
1.9300003,0.38,0.38,4.4149995,1.8400003,0.26,22.681,49.972,1
0.9299997,1.9399997,1.8000003,19.346,7.45,0.45,10.313001,7.0699997,1
0.9299997,0.8800003,3.0100002,5.0599995,1.1899997,0.15,1.5500003,22.07,1
1.0,1.87,1.87,2.521,2.07,0.82,-20.243,22.0,1
0.07,1.0660001,1.09,1.584,-0.0139999995,-0.028,1.44,21.93,1
2.014,0.24200001,0.28,8.732,1.9918003,0.16536531,41.756,50.0,1
0.0,2.4,2.4,14.86,3.1842,0.21427995,18.557,7.0,1
1.9300003,0.60000026,1.2500004,11.4,2.4676003,0.15397176,21.307001,50.07,1
2.0,0.65,0.65,2.113,15.86,1.26,19.366,50.0,1
2.0,0.66,0.66,10.59,1.9398,0.1831728,62.592,50.0,1
1.0,1.93,1.93,5.45,27.67,0.0,2.824,7.0,1
1.9300003,0.24,0.24,6.28,0.22,0.18552756,37.423,50.0,1
1.0,1.22,1.22,7.34,0.0,0.0,20.921,7.0,1
-0.07,5.9800005,5.9900002,33.5,20.7554,0.69295573,5.4470005,22.07,1
2.0,1.2,1.2,31.69,10.126,0.319533,-17.973,50.0,1
2.0,0.03,0.03,0.88,31.66,0.0,29.333,50.0,1
0.07,-0.07,-0.07,100.17296,0.07,0.07,-0.07,22.07,1
0.07,2.8300004,2.9799998,19.68,4.0188003,0.136319,6.857,21.944,1
1.9300003,0.3,0.31,2.8200004,0.16,0.39435986,12.1119995,50.07,1
2.0,0.8,0.8,12.59,0.0,0.0,-28.39,50.0,1
1.9300003,0.85000026,0.7099997,22.02,4.0838,0.25286105,61.019,50.07,1
1.9300003,0.38,0.38,11.497,26.09,0.07,25.323,49.93,1
1.9300003,0.5,0.17999999,2.9600003,0.9425997,0.26419142,6.956,50.07,1
0.0,18.95,40.34,8.6,2.0374,0.23690698,0.454,22.0,1
1.0699997,8.700001,8.84,15.299999,8.58,0.07,1.6670003,7.0699997,1
-0.07,3.7699997,3.6400003,87.729034,2.8214004,0.14821887,3.6409998,7.0699997,1
2.0,0.794,0.8600003,16.508,3.4192004,0.1408278,21.019,50.07,1
1.0699997,0.07,9.313226e-10,-0.028,0.07,0.07,-0.07,6.958,1
1.9300003,0.9719998,1.0699997,44.778,0.07,-0.07,4.5660005,50.07,1
2.0699997,0.392,0.42,10.79,0.8600003,0.113112345,31.098999,49.958,1
1.9300003,0.72000027,0.77999973,15.56,0.56000024,0.14230967,18.458,50.07,1
0.9299997,18.94,18.800001,0.07,0.07,-0.055999998,-0.07,7.0699997,1
2.0699997,0.45,0.45999998,19.27,0.07,-0.07,49.52,50.07,1
1.9300003,0.6200003,0.6200003,14.028,0.17999999,0.110000014,25.703,49.944,1
1.9300003,0.56400007,0.6300003,17.2,3.5412004,0.1399535,30.728,50.014,1
0.07,3.9100003,4.06,15.63,3.4127996,0.1429172,4.0049996,22.0,1
1.9300003,0.26000002,0.030000009,3.0299997,0.93039966,0.40797296,29.53,50.07,1
2.0699997,0.8700003,0.8700003,39.956,-0.07,-0.07,49.99,50.028,1
2.0,0.5,16.77,14.34,3.0866,0.21524407,0.855,50.0,1
1.9300003,1.1399997,2.9400003,39.11,7.6828,0.265,12.900001,50.07,1
1.0,1.78,4.87,11.58,2.11,0.18,6.506,7.0,1
1.9580002,0.35,0.35,12.68,1.9399997,0.2716,45.606,49.944,1
-0.07,17.84,6.1899996,13.530001,3.0223997,0.14708824,0.83600026,6.9300003,1
1.9300003,7.9300003,2.8799996,5.083,0.07,-0.07,0.5739997,50.07,1
1.9300003,2.0099998,0.4,19.26,7.4100003,0.45999998,40.9,49.93,1
1.9300003,0.60000026,0.60000026,2.5940003,0.19999999,0.22,5.0959997,50.07,1
1.9300003,0.4,0.16,12.77,2.2300003,0.110000014,38.979,50.056,1
1.9300003,0.49999973,0.49999973,13.200999,12.92,0.07,22.967001,50.07,1
2.0699997,0.8200003,0.8100003,37.33,-0.07,-0.07,50.39,50.056,1
0.9299997,20.4,20.26,28.595001,2.7699997,0.8599997,0.213,6.9300003,1
-0.07,0.9400003,0.9600003,5.6000004,1.4306003,0.1946561,6.4409995,50.042,1
1.0,4.3,4.3,-8.12,33.08,1.24,-1.888,7.0,1
1.9300003,0.458,0.51000005,11.062,2.4188004,0.15441841,25.247,50.0,1
0.9299997,5.0899997,4.9500003,111.74196,0.07,-0.07,3.6669996,22.07,1
1.9300003,1.0200001,1.0200001,67.938965,0.07,-0.07,21.61,50.07,1
1.9300003,1.1119999,0.54000014,52.0,9.8974,0.13593915,48.603,49.93,1
1.9300003,0.4,0.5999997,8.321,-0.07,0.0139999995,24.933,50.07,1
2.0699997,0.25,0.25,0.7790003,-0.07,-0.056,26.489,49.93,1
1.9300003,0.97000027,0.8299997,20.72,6.6888003,0.39730266,57.847,50.07,1
2.0,0.5,0.5,18.988,3.22,0.17,-37.039,50.0,1
1.9300003,0.44999993,0.44999993,19.98,6.6091995,0.39843798,61.797,50.07,1
2.0699997,0.37,0.5399997,7.8689995,-0.07,0.07,25.927,50.07,1
3.0,1.58,0.16,200.88,37.2222,0.1852957,1255.5,150.0,1
0.0,3.18,7.45,11.31,2.5376,0.22436781,3.557,22.0,1
1.9300003,0.3,0.9599999,4.05,1.1500003,0.22611651,4.0699997,50.07,1
2.0699997,0.086,0.058,0.55500007,9.313226e-10,-0.042,18.019001,49.972,1
1.9300003,0.23000002,0.23000002,1.1659997,1.0890003,0.37340313,12.663,49.972,1
1.0699997,168.14996,168.14996,24.5,15.320001,0.7000003,0.21499999,7.0699997,1
0.07,0.53400004,0.53,1.5000004,0.07,-0.07,3.0319996,7.0699997,1
1.9300003,0.428,0.48,9.662,2.1626003,0.16040248,23.676,50.0,1
1.9440002,0.54000014,0.54000014,10.772,0.27,0.110000014,23.138,49.972,1
1.9300003,0.28,0.28,6.4400005,-0.07,0.07,58.715,50.07,1
